"bag_number","bottle_id","empty_bag_weight_g","sample_weight_g","ndf_weight_g","adf_weight_g","adl_weight_g","empty_crucible_weight_g","crucible_ash_weight_g","sample_type","quality_flag_bag","fulcrum_parent_id","leaf_chemistry_sample"
"18","12706248","0.5374","0.4999","0.6667","0.6221","0.57","29.2489","29.252","sample","good","670cd215-e671-408a-86c7-9be68d3b7171","17d85a66-50ec-4b93-94c7-c66bdf559a3f"
"19","12707961","0.5265","0.5009","0.6506","0.6061","0.5602","25.8129","25.8158","sample","good","670cd215-e671-408a-86c7-9be68d3b7171","9b59ecaf-79bd-43e3-be46-353af08efd43"
"20","12709400","0.5571","0.5005","0.7135","0.6479","0.5942","28.6729","28.6763","sample","good","670cd215-e671-408a-86c7-9be68d3b7171","a5c6d064-0689-423c-a738-471eadbdabe7"
"21","12711741","0.542","0.5011","0.6792","0.6302","0.5777","22.931","22.9341","sample","good","670cd215-e671-408a-86c7-9be68d3b7171","b7431aad-a6e2-42ed-8179-b42e8e4f1e11"
"22","12713948","0.5279","0.5013","0.6806","0.624","0.5726","23.2209","23.2243","sample","good","670cd215-e671-408a-86c7-9be68d3b7171","22288509-9b43-4bab-9a0a-78c81464687b"
"23","12715288","0.5294","0.5006","0.6593","0.6194","0.5725","27.9905","27.9937","sample","good","670cd215-e671-408a-86c7-9be68d3b7171","8ffa6835-0906-4208-95ae-aaec53574270"
"24","12716348","0.5679","0.5002","0.7112","0.6611","0.6136","30.3182","30.3214","sample","good","670cd215-e671-408a-86c7-9be68d3b7171","cd753bb5-5b29-4318-a2f6-44a3d62a0822"
"1",,"0.5627",,"0.567","0.5635","0.5633","33.0792","33.0803","blank","good","24f9db29-4420-45a1-80b1-fed9e0328ce2",
"2","12717489","0.5406","0.4993","0.6552","0.6183","0.5736","28.8292","28.832","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","c44934a5-9038-492a-a394-c40b4ba88a3a"
"3","12718705","0.5511","0.4999","0.6861","0.6345","0.5939","26.8172","26.8196","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","a44381cb-7143-4ab3-ae15-0fdc5054245f"
"4","12869991","0.5336","0.5013","0.6914","0.6251","0.5852","26.2596","26.2625","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","32302776-bcc2-4b8b-ae2b-7fa89b608c97"
"5","12871435","0.5557","0.5002","0.6852","0.6369","0.6009","28.4291","28.4316","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","435864ac-3bc6-4128-8e26-635ef88279a1"
"6","12872560","0.5646","0.5001","0.7152","0.6571","0.6155","25.2233","25.2257","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","df6c649e-8905-4fda-874b-9fbc78320bfb"
"7","12873604","0.544","0.5003","0.7125","0.6493","0.6085","28.4375","28.4401","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","12656c83-15a7-4b20-8468-00090d5e52a0"
"8","12875138","0.551","0.5011","0.703","0.6375","0.5994","22.168","22.1704","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","f48c33d9-e103-4c3c-a279-5a4f00a3fccc"
"9","12882201","0.5507","0.5","0.6939","0.6467","0.5992","29.3745","29.3768","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","460ea52c-0e9b-4a84-bf29-83bc9e3bbf25"
"10","12883911","0.5477","0.5005","0.6806","0.6334","0.5846","25.2431","25.2455","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","3ba929f6-7be2-4020-b38a-c8a0aa0cb60a"
"11","12885071","0.5316","0.5015","0.6646","0.624","0.5768","31.2183","31.2206","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","77e1c006-cccb-4650-a10a-2d5b30fc657f"
"12","12890531","0.5515","0.5004","0.6944","0.6433","0.5975","23.61","23.6124","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","9af41d58-2323-41da-9b2f-b3b5daea87b8"
"13","12891762","0.5399","0.5004","0.6725","0.6304","0.5782","27.9907","27.9933","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","22930cd8-e811-4d82-9758-26405d446eb7"
"14","13214038","0.5656","0.4996","0.7133","0.6556","0.61","30.55","30.5528","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","428bfa94-d58c-4c8e-a15a-687a17969d67"
"15","13214953","0.566","0.4994","0.7148","0.656","0.6121","26.6147","26.6175","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","516f3d61-2aa3-4a80-b56a-e8f0080e235e"
"16","13216007","0.5524","0.5","0.6875","0.6393","0.5919","29.2494","29.2517","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","a09a8d89-227a-4d6b-a4fb-02cdaf4dcda5"
"17","13217338","0.5344","0.4998","0.689","0.6307","0.5905","27.7117","27.7139","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","d10b83ef-c211-4159-87eb-afcdb7a0ec67"
"18","13219226","0.5523","0.5012","0.6942","0.6338","0.5954","28.6733","28.6756","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","3f071796-eafa-454a-a011-afa1902a1e30"
"19","13220115","0.545","0.5003","0.7029","0.6309","0.5895","25.8132","25.8154","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","880867d7-22af-49d8-922a-d22cb33c9ff7"
"20","13221003","0.5334","0.5012","0.6808","0.6183","0.5785","22.9312","22.9336","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","f5f2d946-6b0b-4ad9-822d-82a8b57f374a"
"21","13225400","0.5532","0.4993","0.6833","0.6313","0.5902","28.0332","28.0356","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","23263576-f092-464d-9474-ce9ce13276aa"
"22","13226176","0.5613","0.4991","0.6994","0.6351","0.5979","30.3186","30.3205","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","f13d511e-bb9e-4dc0-9215-b1ade18d9c65"
"23","13227094","0.542","0.5008","0.6932","0.6345","0.5872","23.221","23.2235","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","ea08b29b-f70f-4b21-b0b8-2dea83d57ba6"
"24","13228720","0.5534","0.5","0.6863","0.6313","0.5881","34.0894","34.0911","sample","good","24f9db29-4420-45a1-80b1-fed9e0328ce2","01fc2335-57cc-4bda-a1e5-21afdb8f2e7a"
"1",,"0.5585",,"0.561","0.5585","0.5588","17.1325","17.1336","blank","good","b717962f-a9bf-46bc-bd74-c48fed3de439",
"2","13300835","0.5221","0.5014","0.6637","0.6119","0.5561","17.8364","17.8392","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","e0c7ab29-57fb-411f-900d-327dcc233a7d"
"3","13301715","0.5527","0.4997","0.687","0.6453","0.5867","17.4797","17.4829","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","ab0eccd0-774f-4bb2-9104-dc5eb3c12f35"
"4","13303329","0.5538","0.5003","0.6876","0.6467","0.5869","17.5704","17.5729","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","dfeeb3b9-7ed3-4553-a62f-80ff98babce4"
"5","13304435","0.5387","0.5004","0.6712","0.6205","0.5712","17.1461","17.1488","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","24be6d5d-d919-413c-b8ec-eb59c89d37d0"
"6","13310401","0.5302","0.4995","0.6612","0.619","0.5631","18.1054","18.108","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","71411c0d-eeae-4f69-975b-a3037a7dfbc0"
"7","13311877","0.5478","0.5007","0.6715","0.6304","0.5786","18.1143","18.1167","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","afac05d0-8958-41af-8f68-13097c46efdd"
"8","13313693","0.5423","0.5013","0.6792","0.6324","0.5698","18.0117","18.0142","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","e80f6e98-0ffd-43dd-aeea-146f95437715"
"9","13315193","0.5486","0.5015","0.6946","0.6499","0.5869","16.8717","16.8728","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","15e5c816-63dc-4091-b1bc-3552d84bcec1"
"10","13315226","0.5239","0.5014","0.6537","0.6048","0.555","16.3527","16.3553","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","3b709b03-4896-4384-bb94-b430b84da51c"
"11","13317000","0.5544","0.5005","0.7064","0.6432","0.5908","17.2534","17.2561","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","7477747f-e982-4f8a-bdfc-9f61f8bcb271"
"12","13318491","0.5509","0.5014","0.6713","0.6363","0.5899","18.063","18.0657","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","1657878d-681f-4313-a649-edd71c20548c"
"13","13319210","0.5528","0.5009","0.7004","0.6506","0.5935","18.7241","18.7271","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","412bf855-963e-4f80-86bc-f67d5771db76"
"14","13320438","0.5424","0.5007","0.6826","0.6323","0.5786","17.3914","17.3941","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","95bc2934-e01b-4d9e-9532-bd4a9abd8b4a"
"15","13321822","0.5354","0.5012","0.6543","0.6199","0.5717","18.2479","18.2505","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","f29b0477-0374-4654-b68a-059647d6e0d4"
"16","13322792","0.5404","0.4997","0.6855","0.641","0.5851","16.7934","16.7963","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","44eeb2bc-e740-48b8-af34-3e1e6b59ee3f"
"17","13323843","0.5646","0.5006","0.7197","0.6635","0.6114","16.878","16.881","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","e724575a-ce92-4fe9-b539-e60c01f16f09"
"18","13329557","0.5321","0.4993","0.6543","0.6131","0.5633","17.5015","17.5037","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","9bc1c947-e88c-4526-9f6e-6e36e6eecb24"
"19","13330262","0.5477","0.4999","0.6699","0.6333","0.586","17.855","17.8576","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","51dfb8e6-366e-4193-8edd-2940620f5e83"
"20","13331353","0.5505","0.501","0.6667","0.6312","0.5862","18.125","18.1273","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","665d770d-0d28-43a2-be4f-788ecd19cbcb"
"21","13333333","0.5567","0.4992","0.6803","0.6418","0.5966","18.119","18.1217","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","624a1f7e-8c32-4fb7-ba6d-ad680b4750df"
"22","13382456","0.5391","0.499","0.6853","0.645","0.5862","17.9928","17.9952","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","f7fd8f77-a7fe-45e9-a6e7-3f1b7b4e810b"
"23","13384771","0.5345","0.4998","0.671","0.6246","0.5767","17.6287","17.6308","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","448a2f55-60ca-4991-beeb-9764f3e9027a"
"24","13384790","0.561","0.5012","0.6972","0.6505","0.5982","18.1165","18.1188","sample","good","b717962f-a9bf-46bc-bd74-c48fed3de439","4e685c0e-d6e1-4a7f-9e63-c98c51110f71"
"1",,"0.5559",,"0.5598","0.5576","0.5568","26.8169","26.8185","blank","good","54f1c593-899d-4d23-b8bb-235022cc0634",
"2","13386584","0.568","0.5006","0.7145","0.6703","0.6162","28.4291","28.4325","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","063a7b65-edc4-4cc5-ac19-e0e5408ab264"
"3","13388369","0.5625","0.4989","0.7128","0.6648","0.6041","25.2233","25.2266","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","bd152767-74ea-4fa7-b0f7-a3f75f37649a"
"4","13391585","0.5544","0.4992","0.6864","0.6416","0.5951","26.2597","26.2626","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","00fd2e80-571a-4d15-9151-371a5c7ddb09"
"5","13396535","0.5452","0.4994","0.704","0.6555","0.5938","25.243","25.2465","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","e8f05cbf-faa2-4b6c-8668-2a15657441c1"
"6","13397086","0.5613","0.5005","0.7179","0.6702","0.6108","22.1679","22.1713","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","52e4968e-369c-4c1a-8ba5-ba9b70491bb7"
"7","13398057","0.5378","0.5013","0.7093","0.6538","0.5879","28.8291","28.833","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","f3a7c4da-2e0a-455f-932b-399d1e80d1fc"
"8","13401247","0.5428","0.5001","0.7033","0.6537","0.5992","28.4374","28.4408","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","e9aa8ea9-946d-465d-9973-b0a331b76090"
"9","13401267","0.5339","0.5011","0.716","0.6438","0.5859","33.0791","33.0826","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","7391ec6e-a013-43d3-995e-e1d2a806dcc9"
"10","13402186","0.5554","0.4991","0.7301","0.6716","0.6132","29.3743","29.3779","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","ca307ac9-4ba2-462c-87e3-b65cb11c12aa"
"11","13403593","0.5514","0.4999","0.7607","0.6921","0.6202","22.9312","22.9349","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","0f81d03a-68dd-4e1e-934a-83278aa9222f"
"12","13404937","0.5529","0.4994","0.7278","0.669","0.6093","28.6733","28.6765","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","23b231e7-6288-4ceb-9d78-434c3fa88a21"
"13","13406829","0.5354","0.5014","0.7172","0.6598","0.5961","31.2183","31.222","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","c701c9da-7a37-421b-b324-7e886840228e"
"14","13407552","0.5359","0.5002","0.7008","0.6521","0.5935","23.61","23.6133","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","9bccf80a-a294-4823-a5a2-eb1614495bb5"
"15","13408241","0.5621","0.5005","0.7511","0.6955","0.632","29.2492","29.2528","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","cd88a4e2-22f9-4694-aacd-a23fb3e79475"
"16","13409315","0.554","0.5001","0.734","0.6681","0.6036","26.6148","26.6184","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","260474b0-7596-481c-a165-09a520febf46"
"17","13410493","0.5328","0.5007","0.7145","0.6581","0.5975","27.9908","27.9939","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","b9a1e007-3c4b-4efe-9bf8-2381f4dee41f"
"18","13411649","0.524","0.4993","0.704","0.6469","0.5878","28.0331","28.0362","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","50a82662-3338-4616-a92f-2ce95d22823d"
"19","13467845","0.5532","0.5005","0.7073","0.644","0.5983","32.0891","34.0919","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","c3fac3af-7fe4-4e91-afeb-b3188daa5e5e"
"20","13468801","0.5193","0.5001","0.6922","0.6134","0.565","30.3187","30.3213","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","b0589b0a-1a00-46b3-91d0-27f851bbe2c7"
"21","13469938","0.5445","0.5002","0.6913","0.6283","0.5828","23.2212","23.2238","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","043af327-cb24-4692-a694-058d1fa26fcb"
"22","13470721","0.5422","0.4999","0.7092","0.6332","0.5876","30.55","30.5524","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","b4431ded-9db7-4565-a063-9fec906dfe47"
"23","13472096","0.5434","0.4999","0.6921","0.6338","0.5892","25.813","25.8159","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","a8664cdb-a307-4501-9dc9-54294d01e203"
"24","13473095","0.5274","0.4998","0.6516","0.6002","0.5632","27.7118","27.7143","sample","good","54f1c593-899d-4d23-b8bb-235022cc0634","c4154311-91b6-4e62-bc6e-0ac4325e4559"
